PUBLICATION DATE,FISCAL YEAR,MONTH,INFLOWS/OUTFLOWS,DESCRIPTION,AMOUNT,publication date,fiscal year,month,inflows/outflows,description,amount
,,,,,,20220211.0,2022.0,February,Outflows - Capital,City Disbursements,1054.0
,,,,,,20220211.0,2022.0,February,Outflows - Capital,Federal and State,94.0
,,,,,,20220211.0,2022.0,February,Outflows - Other,Senior Colleges,207.0
,,,,,,20220211.0,2022.0,February,Outflows - Other,Other Uses,0.0
,,,,,,20220211.0,2022.0,February,Balance,Beginning Balance,7440.0
,,,,,,20220211.0,2022.0,February,Balance,Ending Balance,4030.0
,,,,,,20220211.0,2022.0,March,Inflows - Current,General Property Tax,1097.0
,,,,,,20220211.0,2022.0,March,Inflows - Current,Other Taxes,3344.0
,,,,,,20220211.0,2022.0,March,Inflows - Current,Federal Categorical Grants,977.0
,,,,,,20220211.0,2022.0,March,Inflows - Current,State Categorical Grants,4445.0
,,,,,,20220211.0,2022.0,March,Inflows - Current,Other Categorical Grants,130.0
,,,,,,20220211.0,2022.0,March,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20220211.0,2022.0,March,Inflows - Current,Miscellaneous Revenues,315.0
,,,,,,20220211.0,2022.0,March,Inflows - Current,Inter-Fund Revenues,84.0
,,,,,,20220211.0,2022.0,March,Inflows - Prior,Taxes,0.0
,,,,,,20220211.0,2022.0,March,Inflows - Prior,Federal Categorical Grants,278.0
,,,,,,20220211.0,2022.0,March,Inflows - Prior,State Categorical Grants,461.0
,,,,,,20220211.0,2022.0,March,Inflows - Prior,Other Categorical Grants,1.0
,,,,,,20220211.0,2022.0,March,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20220211.0,2022.0,March,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20220211.0,2022.0,March,Inflows - Capital,Capital Transfers,328.0
,,,,,,20220211.0,2022.0,March,Inflows - Capital,Federal And State,92.0
,,,,,,20220211.0,2022.0,March,Inflows - Other,Senior Colleges,908.0
,,,,,,20220211.0,2022.0,March,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20220211.0,2022.0,March,Inflows - Other,Other Sources,0.0
,,,,,,20220211.0,2022.0,March,Outflows - Current,Personal Service,3869.0
,,,,,,20220211.0,2022.0,March,Outflows - Current,Other Than Personal Service,2925.0
,,,,,,20220211.0,2022.0,March,Outflows - Current,Debt Service,6.0
,,,,,,20220211.0,2022.0,March,Outflows - Prior,Personal Service,21.0
,,,,,,20220211.0,2022.0,March,Outflows - Prior,Other Than Personal Service,213.0
,,,,,,20220211.0,2022.0,March,Outflows - Prior,Taxes,0.0
,,,,,,20220211.0,2022.0,March,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20220211.0,2022.0,March,Outflows - Capital,City Disbursements,698.0
,,,,,,20220211.0,2022.0,March,Outflows - Capital,Federal and State,98.0
,,,,,,20220211.0,2022.0,March,Outflows - Other,Senior Colleges,207.0
,,,,,,20220211.0,2022.0,March,Outflows - Other,Other Uses,0.0
,,,,,,20220211.0,2022.0,March,Balance,Beginning Balance,4030.0
,,,,,,20220211.0,2022.0,March,Balance,Ending Balance,8453.0
,,,,,,20220211.0,2022.0,April,Inflows - Current,General Property Tax,569.0
,,,,,,20220211.0,2022.0,April,Inflows - Current,Other Taxes,3661.0
,,,,,,20220211.0,2022.0,April,Inflows - Current,Federal Categorical Grants,747.0
,,,,,,20220211.0,2022.0,April,Inflows - Current,State Categorical Grants,333.0
,,,,,,20220211.0,2022.0,April,Inflows - Current,Other Categorical Grants,87.0
,,,,,,20220211.0,2022.0,April,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20220211.0,2022.0,April,Inflows - Current,Miscellaneous Revenues,239.0
,,,,,,20220211.0,2022.0,April,Inflows - Current,Inter-Fund Revenues,74.0
,,,,,,20220211.0,2022.0,April,Inflows - Prior,Taxes,0.0
,,,,,,20220211.0,2022.0,April,Inflows - Prior,Federal Categorical Grants,197.0
,,,,,,20220211.0,2022.0,April,Inflows - Prior,State Categorical Grants,565.0
,,,,,,20220211.0,2022.0,April,Inflows - Prior,Other Categorical Grants,1.0
,,,,,,20220211.0,2022.0,April,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20220211.0,2022.0,April,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20220211.0,2022.0,April,Inflows - Capital,Capital Transfers,201.0
,,,,,,20220211.0,2022.0,April,Inflows - Capital,Federal And State,54.0
,,,,,,20220211.0,2022.0,April,Inflows - Other,Senior Colleges,0.0
,,,,,,20220211.0,2022.0,April,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20220211.0,2022.0,April,Inflows - Other,Other Sources,0.0
,,,,,,20220211.0,2022.0,April,Outflows - Current,Personal Service,4377.0
,,,,,,20220211.0,2022.0,April,Outflows - Current,Other Than Personal Service,3473.0
,,,,,,20220211.0,2022.0,April,Outflows - Current,Debt Service,192.0
,,,,,,20220211.0,2022.0,April,Outflows - Prior,Personal Service,46.0
,,,,,,20220211.0,2022.0,April,Outflows - Prior,Other Than Personal Service,203.0
,,,,,,20220211.0,2022.0,April,Outflows - Prior,Taxes,0.0
,,,,,,20220211.0,2022.0,April,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20220211.0,2022.0,April,Outflows - Capital,City Disbursements,935.0
,,,,,,20220211.0,2022.0,April,Outflows - Capital,Federal and State,81.0
,,,,,,20220211.0,2022.0,April,Outflows - Other,Senior Colleges,207.0
,,,,,,20220211.0,2022.0,April,Outflows - Other,Other Uses,0.0
,,,,,,20220211.0,2022.0,April,Balance,Beginning Balance,8453.0
,,,,,,20220211.0,2022.0,April,Balance,Ending Balance,5667.0
,,,,,,20220211.0,2022.0,May,Inflows - Current,General Property Tax,65.0
,,,,,,20220211.0,2022.0,May,Inflows - Current,Other Taxes,1598.0
,,,,,,20220211.0,2022.0,May,Inflows - Current,Federal Categorical Grants,947.0
,,,,,,20220211.0,2022.0,May,Inflows - Current,State Categorical Grants,1892.0
,,,,,,20220211.0,2022.0,May,Inflows - Current,Other Categorical Grants,56.0
,,,,,,20220211.0,2022.0,May,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20220211.0,2022.0,May,Inflows - Current,Miscellaneous Revenues,328.0
,,,,,,20220211.0,2022.0,May,Inflows - Current,Inter-Fund Revenues,46.0
,,,,,,20220211.0,2022.0,May,Inflows - Prior,Taxes,0.0
,,,,,,20220211.0,2022.0,May,Inflows - Prior,Federal Categorical Grants,253.0
,,,,,,20220211.0,2022.0,May,Inflows - Prior,State Categorical Grants,47.0
,,,,,,20220211.0,2022.0,May,Inflows - Prior,Other Categorical Grants,1.0
,,,,,,20220211.0,2022.0,May,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20220211.0,2022.0,May,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20220211.0,2022.0,May,Inflows - Capital,Capital Transfers,1593.0
,,,,,,20220211.0,2022.0,May,Inflows - Capital,Federal And State,88.0
,,,,,,20220211.0,2022.0,May,Inflows - Other,Senior Colleges,0.0
,,,,,,20220211.0,2022.0,May,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20220211.0,2022.0,May,Inflows - Other,Other Sources,0.0
,,,,,,20220211.0,2022.0,May,Outflows - Current,Personal Service,4065.0
,,,,,,20220211.0,2022.0,May,Outflows - Current,Other Than Personal Service,3322.0
,,,,,,20220211.0,2022.0,May,Outflows - Current,Debt Service,112.0
,,,,,,20220211.0,2022.0,May,Outflows - Prior,Personal Service,23.0
,,,,,,20220211.0,2022.0,May,Outflows - Prior,Other Than Personal Service,222.0
,,,,,,20220211.0,2022.0,May,Outflows - Prior,Taxes,0.0
,,,,,,20220211.0,2022.0,May,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20220211.0,2022.0,May,Outflows - Capital,City Disbursements,605.0
,,,,,,20220211.0,2022.0,May,Outflows - Capital,Federal and State,87.0
,,,,,,20220211.0,2022.0,May,Outflows - Other,Senior Colleges,207.0
,,,,,,20220211.0,2022.0,May,Outflows - Other,Other Uses,0.0
,,,,,,20220211.0,2022.0,May,Balance,Beginning Balance,5667.0
,,,,,,20220211.0,2022.0,May,Balance,Ending Balance,3938.0
,,,,,,20220211.0,2022.0,June,Inflows - Current,General Property Tax,6966.0
,,,,,,20220211.0,2022.0,June,Inflows - Current,Other Taxes,3757.0
,,,,,,20220211.0,2022.0,June,Inflows - Current,Federal Categorical Grants,2321.0
,,,,,,20220211.0,2022.0,June,Inflows - Current,State Categorical Grants,711.0
,,,,,,20220211.0,2022.0,June,Inflows - Current,Other Categorical Grants,117.0
,,,,,,20220211.0,2022.0,June,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20220211.0,2022.0,June,Inflows - Current,Miscellaneous Revenues,363.0
,,,,,,20220211.0,2022.0,June,Inflows - Current,Inter-Fund Revenues,53.0
,,,,,,20220211.0,2022.0,June,Inflows - Prior,Taxes,0.0
,,,,,,20220211.0,2022.0,June,Inflows - Prior,Federal Categorical Grants,248.0
,,,,,,20220211.0,2022.0,June,Inflows - Prior,State Categorical Grants,23.0
,,,,,,20220211.0,2022.0,June,Inflows - Prior,Other Categorical Grants,1.0
,,,,,,20220211.0,2022.0,June,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20220211.0,2022.0,June,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20220211.0,2022.0,June,Inflows - Capital,Capital Transfers,1615.0
,,,,,,20220211.0,2022.0,June,Inflows - Capital,Federal And State,496.0
,,,,,,20220211.0,2022.0,June,Inflows - Other,Senior Colleges,894.0
,,,,,,20220211.0,2022.0,June,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20220211.0,2022.0,June,Inflows - Other,Other Sources,0.0
,,,,,,20220211.0,2022.0,June,Outflows - Current,Personal Service,6767.0
,,,,,,20220211.0,2022.0,June,Outflows - Current,Other Than Personal Service,3789.0
,,,,,,20220211.0,2022.0,June,Outflows - Current,Debt Service,1023.0
,,,,,,20220211.0,2022.0,June,Outflows - Prior,Personal Service,66.0
,,,,,,20220211.0,2022.0,June,Outflows - Prior,Other Than Personal Service,309.0
,,,,,,20220211.0,2022.0,June,Outflows - Prior,Taxes,0.0
,,,,,,20220211.0,2022.0,June,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20220211.0,2022.0,June,Outflows - Capital,City Disbursements,846.0
,,,,,,20220211.0,2022.0,June,Outflows - Capital,Federal and State,199.0
,,,,,,20220211.0,2022.0,June,Outflows - Other,Senior Colleges,255.0
,,,,,,20220211.0,2022.0,June,Outflows - Other,Other Uses,740.0
,,,,,,20220211.0,2022.0,June,Balance,Beginning Balance,3938.0
,,,,,,20220211.0,2022.0,June,Balance,Ending Balance,7509.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Current,General Property Tax,199.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Current,Other Taxes,63.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Current,Federal Categorical Grants,9125.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Current,State Categorical Grants,4497.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Current,Other Categorical Grants,404.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Current,Unrestricted (Net Of Disall.),735.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Current,Miscellaneous Revenues,-5.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Current,Inter-Fund Revenues,185.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Prior,Taxes,0.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Prior,Federal Categorical Grants,6366.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Prior,State Categorical Grants,2676.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Prior,Other Categorical Grants,614.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Prior,Misc. Revenue/IFA,-110.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Capital,Capital Transfers,797.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Capital,Federal And State,0.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Other,Senior Colleges,412.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Other,Holding Acct. & Other Adj.,-10.0
,,,,,,20220211.0,2022.0,Adjustments,Inflows - Other,Other Sources,0.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Current,Personal Service,4081.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Current,Other Than Personal Service,9929.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Current,Debt Service,38.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Prior,Personal Service,2721.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Prior,Other Than Personal Service,7244.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Prior,Taxes,0.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Prior,Disallowance Reserve,305.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Capital,City Disbursements,0.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Capital,Federal and State,0.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Other,Senior Colleges,26.0
,,,,,,20220211.0,2022.0,Adjustments,Outflows - Other,Other Uses,0.0
,,,,,,20220316.0,2022.0,July,Inflows - Current,General Property Tax,6576.0
,,,,,,20220316.0,2022.0,July,Inflows - Current,Other Taxes,808.0
,,,,,,20220316.0,2022.0,July,Inflows - Current,Federal Categorical Grants,317.0
,,,,,,20220316.0,2022.0,July,Inflows - Current,State Categorical Grants,554.0
,,,,,,20220316.0,2022.0,July,Inflows - Current,Other Categorical Grants,42.0
,,,,,,20220316.0,2022.0,July,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20220316.0,2022.0,July,Inflows - Current,Miscellaneous Revenues,757.0
,,,,,,20220316.0,2022.0,July,Inflows - Current,Inter-Fund Revenues,0.0
,,,,,,20220316.0,2022.0,July,Inflows - Prior,Taxes,1080.0
,,,,,,20220316.0,2022.0,July,Inflows - Prior,Federal Categorical Grants,337.0
,,,,,,20220316.0,2022.0,July,Inflows - Prior,State Categorical Grants,838.0
,,,,,,20220316.0,2022.0,July,Inflows - Prior,Other Categorical Grants,31.0
,,,,,,20220316.0,2022.0,July,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20220316.0,2022.0,July,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20220316.0,2022.0,July,Inflows - Capital,Capital Transfers,259.0
,,,,,,20220316.0,2022.0,July,Inflows - Capital,Federal And State,98.0
,,,,,,20220316.0,2022.0,July,Inflows - Other,Senior Colleges,882.0
,,,,,,20220316.0,2022.0,July,Inflows - Other,Holding Acct. & Other Adj.,5.0
,,,,,,20220316.0,2022.0,July,Inflows - Other,Other Sources,419.0
,,,,,,20220316.0,2022.0,July,Outflows - Current,Personal Service,2140.0
,,,,,,20220316.0,2022.0,July,Outflows - Current,Other Than Personal Service,2710.0
,,,,,,20220316.0,2022.0,July,Outflows - Current,Debt Service,52.0
,,,,,,20220316.0,2022.0,July,Outflows - Prior,Personal Service,2579.0
,,,,,,20220316.0,2022.0,July,Outflows - Prior,Other Than Personal Service,1412.0
,,,,,,20220316.0,2022.0,July,Outflows - Prior,Taxes,103.0
,,,,,,20220316.0,2022.0,July,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20220316.0,2022.0,July,Outflows - Capital,City Disbursements,698.0
,,,,,,20220316.0,2022.0,July,Outflows - Capital,Federal and State,70.0
,,,,,,20220316.0,2022.0,July,Outflows - Other,Senior Colleges,240.0
,,,,,,20220316.0,2022.0,July,Outflows - Other,Other Uses,0.0
,,,,,,20220316.0,2022.0,July,Balance,Beginning Balance,8469.0
,,,,,,20220316.0,2022.0,July,Balance,Ending Balance,11468.0
,,,,,,20220316.0,2022.0,August,Inflows - Current,General Property Tax,188.0
,,,,,,20220316.0,2022.0,August,Inflows - Current,Other Taxes,1599.0
,,,,,,20220316.0,2022.0,August,Inflows - Current,Federal Categorical Grants,-78.0
,,,,,,20220316.0,2022.0,August,Inflows - Current,State Categorical Grants,-89.0
,,,,,,20220316.0,2022.0,August,Inflows - Current,Other Categorical Grants,136.0
,,,,,,20220316.0,2022.0,August,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20220316.0,2022.0,August,Inflows - Current,Miscellaneous Revenues,513.0
,,,,,,20220316.0,2022.0,August,Inflows - Current,Inter-Fund Revenues,0.0
,,,,,,20220316.0,2022.0,August,Inflows - Prior,Taxes,308.0
,,,,,,20220316.0,2022.0,August,Inflows - Prior,Federal Categorical Grants,1014.0
,,,,,,20220316.0,2022.0,August,Inflows - Prior,State Categorical Grants,334.0
,,,,,,20220316.0,2022.0,August,Inflows - Prior,Other Categorical Grants,10.0
,,,,,,20220316.0,2022.0,August,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20220316.0,2022.0,August,Inflows - Prior,Misc. Revenue/IFA,110.0
,,,,,,20220316.0,2022.0,August,Inflows - Capital,Capital Transfers,112.0
,,,,,,20220316.0,2022.0,August,Inflows - Capital,Federal And State,-53.0
,,,,,,20220316.0,2022.0,August,Inflows - Other,Senior Colleges,0.0
,,,,,,20220316.0,2022.0,August,Inflows - Other,Holding Acct. & Other Adj.,2.0
,,,,,,20220316.0,2022.0,August,Inflows - Other,Other Sources,435.0
,,,,,,20220316.0,2022.0,August,Outflows - Current,Personal Service,3259.0
,,,,,,20220316.0,2022.0,August,Outflows - Current,Other Than Personal Service,3153.0
,,,,,,20220316.0,2022.0,August,Outflows - Current,Debt Service,0.0
,,,,,,20220316.0,2022.0,August,Outflows - Prior,Personal Service,1253.0
,,,,,,20220316.0,2022.0,August,Outflows - Prior,Other Than Personal Service,676.0
,,,,,,20220316.0,2022.0,August,Outflows - Prior,Taxes,295.0
,,,,,,20220316.0,2022.0,August,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20220316.0,2022.0,August,Outflows - Capital,City Disbursements,941.0
,,,,,,20220316.0,2022.0,August,Outflows - Capital,Federal and State,62.0
,,,,,,20220316.0,2022.0,August,Outflows - Other,Senior Colleges,181.0
,,,,,,20220316.0,2022.0,August,Outflows - Other,Other Uses,0.0
,,,,,,20220316.0,2022.0,August,Balance,Beginning Balance,11468.0
,,,,,,20220316.0,2022.0,August,Balance,Ending Balance,6189.0
,,,,,,20220316.0,2022.0,September,Inflows - Current,General Property Tax,1379.0
,,,,,,20220316.0,2022.0,September,Inflows - Current,Other Taxes,4115.0
,,,,,,20220316.0,2022.0,September,Inflows - Current,Federal Categorical Grants,590.0
,,,,,,20220316.0,2022.0,September,Inflows - Current,State Categorical Grants,1232.0
,,,,,,20220316.0,2022.0,September,Inflows - Current,Other Categorical Grants,32.0
,,,,,,20220316.0,2022.0,September,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20220316.0,2022.0,September,Inflows - Current,Miscellaneous Revenues,381.0
,,,,,,20220316.0,2022.0,September,Inflows - Current,Inter-Fund Revenues,28.0
,,,,,,20220316.0,2022.0,September,Inflows - Prior,Taxes,0.0
,,,,,,20220316.0,2022.0,September,Inflows - Prior,Federal Categorical Grants,411.0
,,,,,,20220316.0,2022.0,September,Inflows - Prior,State Categorical Grants,154.0
,,,,,,20220316.0,2022.0,September,Inflows - Prior,Other Categorical Grants,33.0
,,,,,,20220316.0,2022.0,September,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20220316.0,2022.0,September,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20220316.0,2022.0,September,Inflows - Capital,Capital Transfers,2401.0
,,,,,,20220316.0,2022.0,September,Inflows - Capital,Federal And State,38.0
,,,,,,20220316.0,2022.0,September,Inflows - Other,Senior Colleges,0.0
,,,,,,20220316.0,2022.0,September,Inflows - Other,Holding Acct. & Other Adj.,-6.0
,,,,,,20220316.0,2022.0,September,Inflows - Other,Other Sources,0.0
,,,,,,20220316.0,2022.0,September,Outflows - Current,Personal Service,3744.0
,,,,,,20220316.0,2022.0,September,Outflows - Current,Other Than Personal Service,3499.0
,,,,,,20220316.0,2022.0,September,Outflows - Current,Debt Service,-3.0
,,,,,,20220316.0,2022.0,September,Outflows - Prior,Personal Service,24.0
,,,,,,20220316.0,2022.0,September,Outflows - Prior,Other Than Personal Service,1.0
,,,,,,20220316.0,2022.0,September,Outflows - Prior,Taxes,0.0
,,,,,,20220316.0,2022.0,September,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20220316.0,2022.0,September,Outflows - Capital,City Disbursements,523.0
,,,,,,20220316.0,2022.0,September,Outflows - Capital,Federal and State,46.0
,,,,,,20220316.0,2022.0,September,Outflows - Other,Senior Colleges,280.0
,,,,,,20220316.0,2022.0,September,Outflows - Other,Other Uses,61.0
,,,,,,20220316.0,2022.0,September,Balance,Beginning Balance,6189.0
,,,,,,20220316.0,2022.0,September,Balance,Ending Balance,8802.0
,,,,,,20220316.0,2022.0,October,Inflows - Current,General Property Tax,900.0
,,,,,,20220316.0,2022.0,October,Inflows - Current,Other Taxes,2212.0
,,,,,,20220316.0,2022.0,October,Inflows - Current,Federal Categorical Grants,-168.0
,,,,,,20220316.0,2022.0,October,Inflows - Current,State Categorical Grants,135.0
,,,,,,20220316.0,2022.0,October,Inflows - Current,Other Categorical Grants,53.0
,,,,,,20220316.0,2022.0,October,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20220316.0,2022.0,October,Inflows - Current,Miscellaneous Revenues,666.0
,,,,,,20220316.0,2022.0,October,Inflows - Current,Inter-Fund Revenues,17.0
,,,,,,20220316.0,2022.0,October,Inflows - Prior,Taxes,0.0
,,,,,,20220316.0,2022.0,October,Inflows - Prior,Federal Categorical Grants,909.0
,,,,,,20220316.0,2022.0,October,Inflows - Prior,State Categorical Grants,365.0
,,,,,,20220316.0,2022.0,October,Inflows - Prior,Other Categorical Grants,2.0
,,,,,,20220316.0,2022.0,October,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
